CASE ID,OPEN DATE,CLOSED DATE,STATUS,TYPE,REQUEST DESCRIPTION,LOCATION DESCRIPTION,SUPERVISOR DISTRICT,ADDRESS,POSITION
3239504,01/06/2014 02:31:00 PM,01/06/2014 07:02:00 PM,Closed,Tree Maintenance Damage,"Graffiti on City aintianed tree says ""trees sold here"". see picture.",950 Market Street,6,"950 MARKET ST, SAN FRANCISCO, CA, 94102","(37.783329937112, -122.409024903878)"
3300244,01/23/2014 01:34:00 PM,,Open,Graffiti on Private Property,Graffiti on advertisement - see photo,"Reported as: 979 Market St San Francisco, CA 94103",6,"979 MARKET ST, SAN FRANCISCO, CA, 94103","(37.782547032515, -122.40971954342)"
3330595,02/02/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1019 MARKET ST,6,"1019 MARKET ST, SAN FRANCISCO, CA, 94103","(37.781812923633, -122.410651362776)"
3275466,01/15/2014 03:14:00 PM,01/19/2014 12:33:00 PM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 1052-1066 Market St San Francisco, CA 94103",6,"1028 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781981314117, -122.410779971113)"
3262774,01/12/2014 02:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1032 MARKET ST,6,"1032 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781939459979, -122.410832962621)"
3330599,02/02/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1032 MARKET ST,6,"1032 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781939459979, -122.410832962621)"
3292117,01/21/2014 08:35:00 AM,01/21/2014 02:19:00 PM,Closed,Graffiti on Public Property,Offensive graffiti on the bus shelter.,at 1049 Market St.,6,"1049 MARKET ST, SAN FRANCISCO, CA, 94103","(37.781304616843, -122.41129655059)"
3265336,01/13/2014 11:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1061 MARKET ST,6,"1061 MARKET ST, SAN FRANCISCO, CA, 94103","(37.781101293136, -122.411554623237)"
3330596,02/02/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1061 MARKET ST,6,"1061 MARKET ST, SAN FRANCISCO, CA, 94103","(37.781101293136, -122.411554623237)"
3307973,01/26/2014 12:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1066 MARKET ST,6,"1066 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781583698698, -122.411283388018)"
3247396,01/08/2014 11:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1066 MARKET ST,6,"1066 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781583698698, -122.411283388018)"
3252000,01/09/2014 11:11:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1072 MARKET ST,6,"1072 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781520917139, -122.411362874406)"
3267312,01/13/2014 04:24:00 PM,,Open,Graffiti on Private Property,Graffiti,"Reported as: 1077 Market St, San Francisco",6,"1077 MARKET ST, SAN FRANCISCO, CA, 94103","(37.780830193962, -122.411898717889)"
3337613,02/04/2014 02:13:00 PM,,Open,Graffiti on Private Property,Graffiti on the west side of the building.,IFO 1095 Market Street,6,"1095 MARKET ST, SAN FRANCISCO, CA, 94103","(37.780525206184, -122.412285821401)"
3247389,01/08/2014 11:05:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1098 MARKET ST,6,"1098 MARKET ST, SAN FRANCISCO, CA, 94102","(37.781248863006, -122.411707313829)"
3333405,02/03/2014 12:53:00 PM,,Open,Graffiti on Private Property,Graffiti on the building,1108 Market ST ,6,"1108 MARKET ST, SAN FRANCISCO, CA, 94102","(37.780806788778, -122.41226700485)"
3333448,02/03/2014 01:02:00 PM,,Open,Graffiti on Private Property,Caller reporting in graffiti. ,IFO address 1114 Market street....in front of building,6,"1114 MARKET ST, SAN FRANCISCO, CA, 94102","(37.78067905947, -122.412428714581)"
3267591,01/13/2014 05:18:00 PM,01/14/2014 01:18:00 PM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 1126 Market St San Francisco, CA 94102",6,"1122 MARKET ST, SAN FRANCISCO, CA, 94102","(37.78051330807, -122.412621436981)"
3267733,01/13/2014 05:57:00 PM,01/14/2014 01:59:00 PM,Closed,Graffiti on Public Property,Graffiti in shelter / http://mobile311.sfgov.org/media/san_francisco/report/photos/52d4822cdf8615fd83bb1f10/photo_20140113_161250.jpg,"1130 MARKET ST, SAN FRANCISCO, CA, 94102 / Bus stop ID 15647",6,"1130 MARKET ST, SAN FRANCISCO, CA, 94102","(37.780324960064, -122.412877012401)"
3333471,02/03/2014 01:06:00 PM,02/04/2014 02:04:00 PM,Closed,Graffiti on Public Property,Caller reporting in graffiti on the glass side ,1145 Market street...street level elevator (UN Plaza),6,"1145 MARKET ST, SAN FRANCISCO, CA, 94103","(37.779616344322, -122.413434834974)"
3335717,02/04/2014 06:55:00 AM,02/04/2014 07:48:00 AM,Closed,Graffiti on Public Property,Graffiti on MUNI MAP Display,1182 Market,6,"1182 MARKET ST, SAN FRANCISCO, CA, 94102","(37.779182807406, -122.414322962791)"
3296206,01/22/2014 11:12:00 AM,,Open,Graffiti on Public Property,Dpt meter graffiti,"Reported as: 1182 Market St, San Francisco",6,"1182 MARKET ST, SAN FRANCISCO, CA, 94102","(37.779182807406, -122.414322962791)"
3240017,01/06/2014 04:02:00 PM,01/08/2014 12:03:00 PM,Closed,Graffiti on Private Property,Graffiti on fence of building,1223 Market Street,6,"1223 MARKET ST, SAN FRANCISCO, CA, 94103","(37.778358984507, -122.415022499465)"
3269814,01/14/2014 11:13:00 AM,01/14/2014 12:05:00 PM,Closed,Request for City Services,Graffiti on fire hydrant,1223 Market St,6,"1223 MARKET ST, SAN FRANCISCO, CA, 94103","(37.778358984507, -122.415022499465)"
3270207,01/14/2014 12:30:00 PM,01/14/2014 05:20:00 PM,Closed,Sign Repair or Replace,Clear channel billboard graffiti,,5,"1520 MARKET ST, SAN FRANCISCO, CA, 94102","(37.775029284365, -122.419580702347)"
3269755,01/14/2014 11:01:00 AM,01/14/2014 01:38:00 PM,Closed,Graffiti on Public Property,Graffiti on Fire Hydrant ,1455 market and 11th street graffiti on fire hydrant,6,"1525 MARKET ST, SAN FRANCISCO, CA, 94103","(37.774854835364, -122.419448841774)"
3293475,01/21/2014 01:29:00 PM,,Open,Graffiti on Private Property,Graffiti,"Reported as: 1651 Market St San Francisco, CA 94103",5,"1600 MARKET ST, SAN FRANCISCO, CA, 94102","(37.774060767745, -122.420722552477)"
3269855,01/14/2014 11:23:00 AM,01/15/2014 04:23:00 PM,Closed,Graffiti on Public Property,Graffiti on streetlight pole base cover,"Reported as: 1640 Market St, San Francisco",5,"1640 MARKET ST, SAN FRANCISCO, CA, 94102","(37.773866645255, -122.42107109397)"
3252617,01/09/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1649 MARKET ST,6,"1649 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773468357218, -122.421203800195)"
3253884,01/09/2014 04:43:00 PM,01/09/2014 11:15:00 PM,Closed,Tree Maintenance Damage,graffiti on the trunk of the tree,1651 Market St,6,"1651 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773426640112, -122.421256883574)"
3270740,01/14/2014 02:02:00 PM,01/14/2014 02:10:00 PM,Closed,Request for City Services,graffiti on hydrant see pic: http://mobile311.sfgov.org/media/san_francisco/report/photos/52d598f9df8615fd83bb38d6/report.jpg,,6,"1657 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773301488622, -122.421416133351)"
3270088,01/14/2014 12:07:00 PM,01/14/2014 02:14:00 PM,Closed,Graffiti on Public Property,Graffiti on hyrdrant,"Reported as: 1657 Market St, San Francisco",6,"1657 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773301488622, -122.421416133351)"
3270091,01/14/2014 12:07:00 PM,01/14/2014 02:05:00 PM,Closed,Graffiti on Public Property,Graffiti on hrdrant,"Reported as: 1657 Market St, San Francisco",6,"1657 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773301488622, -122.421416133351)"
3292526,01/21/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1657 MARKET ST,6,"1657 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773301488622, -122.421416133351)"
3296502,01/22/2014 12:12:00 PM,02/02/2014 12:17:00 PM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 1201-1231 Stevenson St San Francisco, CA 94103",6,"1657 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773301488622, -122.421416133351)"
3296523,01/22/2014 12:17:00 PM,,Open,Graffiti on Private Property,Graffiti,"Reported as: 1206 Stevenson St San Francisco, CA 94103",6,"1659 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773259771392, -122.421469216455)"
3292528,01/21/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1659 MARKET ST,6,"1659 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773259771392, -122.421469216455)"
3292523,01/21/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1667 MARKET ST,6,"1667 MARKET ST, SAN FRANCISCO, CA, 94103","(37.773092902284, -122.421681548383)"
3269888,01/14/2014 11:29:00 AM,01/21/2014 10:21:00 AM,Closed,Graffiti on Private Property,Graffiti on private door on gough and 1687 market,"Reported as: 1687 Market St, San Francisco",6,"1687 MARKET ST, SAN FRANCISCO, CA, 94103","(37.772681545, -122.421800017)"
3270035,01/14/2014 11:58:00 AM,,Open,Sign Repair or Replace,1710 market and Valencia graffiti on signage,,5,"1700 MARKET ST, SAN FRANCISCO, CA, 94102","(37.77295467, -122.42243518)"
3269976,01/14/2014 11:46:00 AM,01/15/2014 04:22:00 PM,Closed,Graffiti on Public Property,Graffiti on traffic lightpole,"Reported as: 1740 Market St, San Francisco",5,"1740 MARKET ST, SAN FRANCISCO, CA, 94102","(37.772512938, -122.423043188)"
3269756,01/14/2014 11:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1853 MARKET ST,8,"1853 MARKET ST, SAN FRANCISCO, CA, 94103","(37.771094908233, -122.424223765936)"
3317989,01/29/2014 11:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1878 MARKET ST,8,"1878 MARKET ST, SAN FRANCISCO, CA, 94102","(37.771015932478, -122.424688752183)"
3286399,01/18/2014 10:35:00 PM,01/23/2014 12:20:00 PM,Closed,Graffiti on Private Property,Graffiti on sidewalk. SW corner of church & market in front of Veo Optics store.,Reported as: N37.77 E122.43,8,"2075 MARKET ST, SAN FRANCISCO, CA, 94114","(37.767821589281, -122.428307312373)"
3286394,01/18/2014 10:31:00 PM,01/23/2014 12:20:00 PM,Closed,Graffiti on Private Property,Graffiti on wall of 2099 market on church at side,"Reported as: 213-299 Church St, San Francisco",8,"2097 MARKET ST, SAN FRANCISCO, CA, 94114","(37.767458643946, -122.428853173382)"
3262228,01/12/2014 11:20:00 AM,01/13/2014 11:20:00 AM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 2174 Market Street, San Francisco, CA 94114, USA",8,"2190 MARKET ST, SAN FRANCISCO, CA, 94114","(37.766479026, -122.430707228)"
3292147,01/21/2014 08:45:00 AM,01/23/2014 05:33:00 AM,Closed,Graffiti on Public Property,GRAFFITI,ON THE EVEN SIDE OF THE STREET AT 3550 MARKET ST ON THE RETAINING WALL.,8,"3550 MARKET ST, SAN FRANCISCO, CA, 94131","(37.75636722867, -122.441408291433)"
3266057,01/13/2014 01:08:00 PM,01/17/2014 06:17:00 AM,Closed,Graffiti on Public Property,10 graffiti tags on retaining wall along market Street. This is on the even side of the street between Argent and Portola. See photo.,"Reported as: 3898 Market Street, San Francisco, CA 94131, USA",8,"3898 MARKET ST, SAN FRANCISCO, CA, 94131","(37.752546912574, -122.442846035394)"
3249906,01/08/2014 07:22:00 PM,01/21/2014 12:17:00 PM,Closed,Graffiti on Private Property,Graffiti at 643 mason st,"Reported as: 643 Mason St San Francisco, CA 94108",3,"643 MASON ST, SAN FRANCISCO, CA, 94108","(37.789551724, -122.410627233)"
3293060,01/21/2014 12:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,718 MASON ST,3,"718 MASON ST, SAN FRANCISCO, CA, 94108","(37.790238475333, -122.410421708225)"
3300120,01/23/2014 01:08:00 PM,01/25/2014 03:19:00 PM,Closed,Graffiti on Public Property,Graffiti on bench,"618 MASONIC AVE, SAN FRANCISCO, CA, 94117",5,"618 MASONIC AVE, SAN FRANCISCO, CA, 94117","(37.775621670339, -122.446364566469)"
3305844,01/25/2014 11:44:00 AM,01/26/2014 03:17:00 PM,Closed,Graffiti on Public Property,White graffiti,Reported as: N37.77 E122.45,5,"1015 MASONIC AVE, SAN FRANCISCO, CA, 94117","(37.771917874667, -122.445755260578)"
3243575,01/07/2014 01:07:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,79 MCALLISTER ST,6,"79 MCALLISTER ST, SAN FRANCISCO, CA, 94102","(37.780898805312, -122.413458599965)"
3336127,02/04/2014 09:14:00 AM,,Open,Graffiti on Public Property,Utility box has white graffiti on west facing side,57 McCoppin,6,"57 MCCOPPIN ST, SAN FRANCISCO, CA, 94103","(37.771597866117, -122.421561964688)"
3253121,01/09/2014 02:32:00 PM,02/03/2014 11:17:00 AM,Closed,Graffiti on Private Property,white color graffiti on dark green color fence.,1215 Michigan St.,10,"1215 MICHIGAN ST, SAN FRANCISCO, CA, 94107","(37.754019227579, -122.385883000231)"
3300397,01/23/2014 02:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,515 MINNA ST,6,"515 MINNA ST, SAN FRANCISCO, CA, 94103","(37.780207419769, -122.4084816742)"
3293337,01/21/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,661 MINNA ST,6,"661 MINNA ST, SAN FRANCISCO, CA, 94103","(37.777615285238, -122.411777223023)"
3243574,01/07/2014 01:07:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,735 MINNA ST,6,"735 MINNA ST, SAN FRANCISCO, CA, 94103","(37.776550904515, -122.413122254587)"
3290150,01/20/2014 01:27:00 PM,,Open,Graffiti on Public Property,graffiti on back of warehouse on Minna in middle of block.,"Reported as: 1345 Minna Street, San Francisco, CA 94103, USA",9,"1342 MINNA ST, SAN FRANCISCO, CA, 94103","(37.767622499921, -122.419227606111)"
3309512,01/27/2014 07:40:00 AM,01/29/2014 10:23:00 AM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 1342 Minna St San Francisco, CA 94103",9,"1342 MINNA ST, SAN FRANCISCO, CA, 94103","(37.767622499921, -122.419227606111)"
3287936,01/19/2014 04:03:00 PM,01/29/2014 10:21:00 AM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 1359 Minna St, San Francisco",9,"1359 MINNA ST, SAN FRANCISCO, CA, 94103","(37.767385237535, -122.419066106964)"
3337585,02/04/2014 02:06:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1201 MINNESOTA ST,10,"1201 MINNESOTA ST, SAN FRANCISCO, CA, 94107","(37.755236435992, -122.389915762165)"
3264907,01/13/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1018 MISSION ST,6,"1018 MISSION ST, SAN FRANCISCO, CA, 94103","(37.780653540101, -122.409208986778)"
3264910,01/13/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1023 MISSION ST,6,"1023 MISSION ST, SAN FRANCISCO, CA, 94103","(37.780508161703, -122.409196841347)"
3264908,01/13/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1068 MISSION ST,6,"1068 MISSION ST, SAN FRANCISCO, CA, 94103","(37.77980970037, -122.41027747185)"
3286127,01/18/2014 07:15:00 PM,01/19/2014 12:34:00 PM,Closed,Graffiti on Private Property,The resident states: There is graffiti on the front of the commercial building. ,1077 Mission St near 7th St,6,"1077 MISSION ST, SAN FRANCISCO, CA, 94103","(37.779596814481, -122.410350802081)"
3286137,01/18/2014 07:16:00 PM,01/19/2014 12:33:00 PM,Closed,Graffiti on Private Property,The resident states: Graffiti on the door of a commercial building. ,1087 Mission near 7th St,6,"1087 MISSION ST, SAN FRANCISCO, CA, 94103","(37.779428045202, -122.410564495402)"
3241811,01/07/2014 08:18:00 AM,,Open,Graffiti on Private Property,"Here is a picture if the workmen, 1/4/14 REAFFIXING the graffitied plastic covering that they had taken down to work earlier that day. .  
The user entered the address: 700-770 Minna Street, San Francisco, CA 94103, USA to see more details visit: http://seeclickfix.com/issues/878367","Reported as: 700-770 Minna Street, San Francisco, CA 94103, USA",6,"1235 MISSION ST, SAN FRANCISCO, CA, 94103","(37.776896784056, -122.413769369399)"
3314937,01/28/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1271 MISSION ST,6,"1271 MISSION ST, SAN FRANCISCO, CA, 94103","(37.776467534522, -122.414312817244)"
3292156,01/21/2014 08:47:00 AM,01/23/2014 05:11:00 AM,Closed,Request for City Services,Private property graffiti on the building..    Transfered from BSES private graffiti inspector.  Send To: DPW - Bureau of Street Use and Mapping - G,1415 MISSION ST,6,"1415 MISSION ST, SAN FRANCISCO, CA, 94103","(37.775077614153, -122.416055795367)"
3295862,01/22/2014 09:40:00 AM,02/03/2014 01:17:00 PM,Closed,Graffiti on Private Property,"Graffiti on red brick building on corner of Mission & Lafayette.  On Mission Side. 
The user entered the address: 1545 Mission, San Francisco, CA to see more details visit: http://seeclickfix.com/issues/906876","Reported as: 1545 Mission, San Francisco, CA",6,"1537 MISSION ST, SAN FRANCISCO, CA, 94103","(37.773669986529, -122.417737921532)"
3292525,01/21/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1600 MISSION ST,6,"1600 MISSION ST, SAN FRANCISCO, CA, 94103","(37.773001368253, -122.418704588392)"
3245637,01/07/2014 08:32:00 PM,01/13/2014 10:17:00 AM,Closed,Graffiti on Private Property,new graffiti added today please see sr 3197832,covering 1855 mission ,9,"1855 MISSION ST, SAN FRANCISCO, CA, 94103","(37.767401123849, -122.419826893999)"
3264911,01/13/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1855 MISSION ST,9,"1855 MISSION ST, SAN FRANCISCO, CA, 94103","(37.767401123849, -122.419826893999)"
3327872,02/01/2014 09:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1855 MISSION ST,9,"1855 MISSION ST, SAN FRANCISCO, CA, 94103","(37.767401123849, -122.419826893999)"
3327873,02/01/2014 09:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1900 MISSION ST,9,"1900 MISSION ST, SAN FRANCISCO, CA, 94103","(37.766620733539, -122.419889537473)"
3336358,02/04/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1906 MISSION ST,9,"1906 MISSION ST, SAN FRANCISCO, CA, 94103","(37.766527370572, -122.419880544146)"
3336363,02/04/2014 10:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1917 MISSION ST,9,"1917 MISSION ST, SAN FRANCISCO, CA, 94103","(37.766380141323, -122.419727576214)"
3259420,01/11/2014 09:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1930 MISSION ST,9,"1930 MISSION ST, SAN FRANCISCO, CA, 94103","(37.766153918682, -122.419844571205)"
3292447,01/21/2014 09:49:00 AM,,Open,Graffiti on Private Property,Graffiti on the side of the US Bank building at the intersection of the 16th & Mission. The graffiti is on the 16th street street of the building.,"Reported as: 2949-2991 16th St, San Francisco",9,"2001 MISSION ST, SAN FRANCISCO, CA, 94110","(37.764832227, -122.419304558)"
3296782,01/22/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2017 MISSION ST,9,"2017 MISSION ST, SAN FRANCISCO, CA, 94110","(37.764757913332, -122.4195713205)"
3308583,01/26/2014 04:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti on the building..,2023 Mission St,9,"2023 MISSION ST, SAN FRANCISCO, CA, 94110","(37.764663513933, -122.419579575274)"
3322385,01/30/2014 01:56:00 PM,,Open,Graffiti on Public Property,Graffiti on mailbox,2024 Mission St,9,"2024 MISSION ST, SAN FRANCISCO, CA, 94110","(37.764625069211, -122.419697307657)"
3247787,01/08/2014 12:06:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2096 MISSION ST,9,"2096 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763504851815, -122.419589408444)"
3284225,01/18/2014 08:04:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2097 MISSION ST,9,"2097 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763513227215, -122.419451434575)"
3324854,01/31/2014 09:04:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2100 MISSION ST,9,"2100 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763413719785, -122.419580630787)"
3308690,01/26/2014 04:43:00 PM,01/29/2014 09:19:00 AM,Closed,Graffiti on Private Property,Twitter resident states: graffiti on building at 2100 Mission Street. ,SWC 2100 Mission St/17th St,9,"2100 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763413719785, -122.419580630787)"
3308695,01/26/2014 04:45:00 PM,01/26/2014 05:00:00 PM,Closed,Internal Service Request,Twitter resident states: Graffiti on mailbox at 2100 Mission Street twitpic.com/dthvj7,SEC of Mission/17th St,9,"2100 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763413719785, -122.419580630787)"
3308709,01/26/2014 04:51:00 PM,01/28/2014 06:18:00 AM,Closed,Graffiti on Public Property,Twitter resident states: graffiti on light pile at 2100 Mission Street. ,IFO 2100 Mission St/17th St,9,"2100 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763413719785, -122.419580630787)"
3308716,01/26/2014 04:54:00 PM,,Open,Request for City Services,Twitter resident states: graffiti on painted curb with #MTA at 2105 Mission Street. ,Near 2105 Mission St/17th St,9,"2101 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763422095011, -122.419442657047)"
3308764,01/26/2014 05:20:00 PM,02/02/2014 05:17:00 AM,Closed,Graffiti on Public Property,Twitter resident states: Graffiti on newsracks,2101 Mission St/17th St,9,"2101 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763422095011, -122.419442657047)"
3285194,01/18/2014 02:04:00 PM,,Open,Graffiti on Public Property,Twitter resident states: graffiti on newspaper boxes 2101 Mission Street.,IFO 2101 Mission St at 17th St,9,"2101 MISSION ST, SAN FRANCISCO, CA, 94110","(37.763422095011, -122.419442657047)"
3257705,01/10/2014 03:23:00 PM,01/15/2014 06:17:00 AM,Closed,Graffiti on Public Property,Twitter resident states: graffiti metal pile at 2141 Mission Street.,IFO 2141 Mission St across the street from Sycamore,9,"2141 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762690731259, -122.419372216981)"
3314151,01/28/2014 10:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2148 MISSION ST,9,"2148 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762650648549, -122.419507135417)"
3257689,01/10/2014 03:21:00 PM,01/14/2014 08:58:00 AM,Closed,Graffiti on Public Property,"Twitter resident states: graffiti on #MTA parking meter at 2155, Mission Street.",IFO 2155 Mission across the street from Sycamore,9,"2155 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762491740229, -122.419353051271)"
3308639,01/26/2014 04:26:00 PM,01/26/2014 04:48:00 PM,Closed,Internal Service Request,Twitter resident states: graffiti on PGE sidewalk insert box. 2162 Mission Street.  http://twitpic.com/dthv8l,IFO 2162 Mission St/Sycamore St,9,"2162 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762428697066, -122.419485757892)"
3308650,01/26/2014 04:29:00 PM,02/01/2014 09:18:00 AM,Closed,Graffiti on Private Property,Twitter resident states: graffiti on building at 2218 Mission Street. ,2218 Mission St/Sycamore,9,"2162 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762428697066, -122.419485757892)"
3256684,01/10/2014 12:23:00 PM,01/21/2014 12:17:00 PM,Closed,Graffiti on Private Property,"@SF311 graffiti on sidewalk at 2169, Mission Street.  http://twitpic.com/drtnen ",2169 Mission,9,"2169 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762292749217, -122.419333885665)"
3264953,01/13/2014 10:09:00 AM,01/14/2014 09:20:00 AM,Closed,Request for City Services,"Please contact caller. The caller has received a graffiti NOV/removal notice under SR 1493633. He would like to speak with someone regarding this notice. 311 explained that graffiti removal on the sidewalk is the responsibility of the property owner, but the caller states that it is known who did the graffiti, as the person is known, and signs her 'work.' It is Eclair Bandersnatch, and there is a picture of the graffiti under that SR number. This location is a 501c organization and so asks that the cleanup costs be the responsibility of Ms. Bandersnatch, not theirs. He cites the time that there was graffiti on Market St. sidewalks and the city cited the advertising company not the property owners. He'd like to speak with someone rgarding the notice. Please contact, thanks. ",2169 Mission St.,9,"2169 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762292749217, -122.419333885665)"
3252275,01/09/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2176 MISSION ST,9,"2176 MISSION ST, SAN FRANCISCO, CA, 94110","(37.762206745543, -122.419464380493)"
3285128,01/18/2014 01:46:00 PM,01/21/2014 02:14:00 PM,Closed,Graffiti on Public Property,Twitter resident states: graffiti on muni shelter at 2191 Mission Street,IFO 2191 Mission St at 18th St,9,"2191 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761980048981, -122.419303768505)"
3317330,01/29/2014 09:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2196 MISSION ST,9,"2196 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761889671925, -122.419433841594)"
3315427,01/28/2014 02:55:00 PM,01/28/2014 06:37:00 PM,Closed,Graffiti on Public Property,Per caller - graffiti on bus shelter ,Per caller - 2199 Mission St.,9,"2199 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761866339818, -122.419292816849)"
3253263,01/09/2014 02:54:00 PM,01/09/2014 02:56:00 PM,Closed,Graffiti on Public Property,Twitter resident states: graffiti on bus shelter at 2200 Mission Street. ,IFO 2200 Mission St at 18th St,9,"2200 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761783664122, -122.419423659167)"
3253268,01/09/2014 02:54:00 PM,01/10/2014 12:33:00 PM,Closed,Graffiti on Public Property,"graffiti on bus shelter.

http://twitpic.com/drqejx  ",2200 Mission Street. ,9,"2200 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761783664122, -122.419423659167)"
3257734,01/10/2014 03:27:00 PM,01/14/2014 06:17:00 AM,Closed,Graffiti on Public Property,"Twitter resident states: graffiti on pole base at 2225, Mission Street",IFO 2225 Mission St near 18th St,9,"2225 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761423547976, -122.419250410727)"
3257744,01/10/2014 03:29:00 PM,01/14/2014 06:17:00 AM,Closed,Graffiti on Public Property,Twtiter resident states: graffiti on pole at 2243 Mission Street.,IFO 2243 Mission St,9,"2243 MISSION ST, SAN FRANCISCO, CA, 94110","(37.761147216765, -122.41922395623)"
